id,count_of_events,mean_down_time,mean_up_time,mean_action_time,median_down_time,median_up_time,median_action_time,count_word_count,mean_word_count,median_word_count,idle_word_count,count_cursor_position,mean_cursor_position,median_cursor_position,idle_cursor_position,common_activity,common_up_event,common_down_event,count_input,count_remove,count_nonproduction,count_replace,count_paste,input_back_ratio,cursor_word_ratio,count_pun,count_down_q,count_down_Space,count_down_Backspace,count_down_Shift,count_down_ArrowRight,count_down_Leftclick,count_down_ArrowLeft,count_down_.,"count_down_,",count_down_ArrowDown,count_up_q,count_up_Space,count_up_Backspace,count_up_Shift,count_up_ArrowRight,count_up_Leftclick,count_up_ArrowLeft,count_up_.,"count_up_,",count_up_ArrowDown,score
827b7d94,3459,848158.334200636,848256.6513443192,98.31714368314542,834651.0,834725.0,94.0,438,206.4949407343163,204.0,104,2396,1148.190228389708,1146.0,220,0,104,105,2904,472,81,0,2,6.1525423728813555,5.470319634703197,89,2261,543,472,59,0,18,0,30,29,0,2261,543,472,59,0,18,0,30,29,0,4.5
828b9335,5201,985270.6004614497,985354.6475677754,84.0471063257066,939419.0,939506.0,82.0,657,337.5695058642569,353.0,594,4054,2031.6412228417612,2132.0,3686,0,104,105,4564,285,349,3,0,16.014035087719297,6.170471841704718,71,3758,733,288,70,55,15,199,24,38,2,3758,733,288,70,55,15,199,24,38,2,5.0
82940d15,3649,719031.8840778295,719157.9473828446,126.06330501507263,630045.0,630164.0,120.0,382,211.2526719649219,223.0,381,2161,839.2910386407235,844.0,951,0,104,105,2935,539,168,7,0,5.445269016697588,5.657068062827225,53,2374,505,539,52,15,95,2,27,16,0,2373,505,539,52,15,95,2,27,16,0,4.0
8294f230,1518,545802.8662714098,545880.4426877471,77.5764163372859,499755.5,499806.5,74.0,213,109.25955204216073,108.0,213,1337,674.3293807641634,655.5,856,0,104,105,1384,44,89,0,1,31.454545454545453,6.276995305164319,17,1144,218,44,1,12,32,12,13,3,0,1144,218,44,1,12,32,12,13,3,0,1.0
829523e8,2383,969722.383969786,969816.847671003,94.46370121695342,1084933.0,1085042.0,109.0,301,154.9890893831305,157.0,238,1339,600.2496852706672,523.0,426,0,104,105,1817,231,335,0,0,7.865800865800866,4.4485049833887045,34,1436,339,231,324,0,11,0,23,10,0,1436,339,231,324,0,11,0,23,10,0,3.0
83184f73,1608,879422.3625621891,879551.0628109453,128.7002487562189,864387.0,864510.5,125.0,205,109.35509950248756,105.0,80,1130,576.2568407960199,563.0,673,0,104,105,1305,171,132,0,0,7.631578947368421,5.512195121951219,32,1019,248,171,43,24,37,22,17,12,3,1019,248,171,43,24,37,22,17,12,3,3.5
831d0606,2229,626526.7133243607,626671.9860924181,145.27276805742486,634869.0,634994.0,146.0,287,146.14266487213996,152.0,164,1719,859.7321668909825,887.0,1003,0,104,105,1940,220,69,0,0,8.818181818181818,5.989547038327526,52,1524,356,220,41,13,12,0,27,4,0,1524,356,220,41,13,12,0,27,4,0,3.5
831f7758,3648,1040402.608004386,1040511.0126096491,108.40460526315789,1100098.5,1100226.0,110.0,235,156.7124451754386,186.0,228,1526,741.467927631579,654.0,439,0,104,105,2220,678,749,1,0,3.274336283185841,6.493617021276596,52,1818,344,678,42,439,8,214,25,19,27,1818,344,678,42,439,8,214,25,19,27,4.0
8325eeb2,7602,868565.8883188635,868632.2465140752,66.35819521178637,920982.0,921010.0,33.0,400,289.60181531176005,347.0,363,2287,1202.1827150749803,1153.0,0,46,31,31,2775,325,4495,7,0,8.538461538461538,5.7175,52,2281,445,325,57,2915,24,1018,25,16,235,2281,445,325,57,2915,24,1018,25,16,235,4.5
83588b63,2041,930039.9201371877,930153.9157275845,113.99559039686429,923173.0,923246.0,92.0,226,114.13571778539931,118.0,116,1269,571.7432631063205,574.0,712,0,104,105,1760,136,113,32,0,12.941176470588236,5.615044247787611,37,1440,307,119,15,0,97,0,14,16,0,1439,307,119,15,0,97,0,14,16,0,3.5
835c845d,2041,556635.3081822636,556772.8902498775,137.58206761391475,434420.0,434577.0,139.0,213,117.27878490935815,119.0,207,1349,712.421362077413,740.0,1293,0,104,105,1570,210,261,0,0,7.476190476190476,6.333333333333333,47,1255,266,202,30,111,72,44,23,19,0,1255,266,202,30,111,72,44,23,19,0,2.5
8385a336,3936,784574.2657520325,784716.6824186991,142.41666666666666,716912.0,717046.0,143.0,548,274.3262195121951,278.5,477,3014,1431.9946646341464,1416.5,210,0,104,105,3418,402,114,1,1,8.502487562189055,5.5,46,2739,622,401,63,1,48,0,28,14,0,2738,622,401,63,1,48,0,28,14,0,5.0
8387640c,2376,718331.9907407408,718474.9772727273,142.986531986532,636753.0,636920.0,143.0,300,136.0568181818182,135.0,0,1621,768.1670875420875,818.5,0,0,104,105,1993,144,239,0,0,13.840277777777779,5.403333333333333,23,1636,325,144,226,0,13,0,17,4,0,1636,325,144,226,0,13,0,17,4,0,3.5
8389a706,4891,649543.3670006134,649613.950725823,70.5837252095686,578774.0,578877.0,89.0,387,191.82784706603965,203.0,227,1571,903.7401349417297,1045.0,1231,0,104,105,2536,416,1939,0,0,6.096153846153846,4.059431524547803,54,2013,458,423,1727,74,11,117,36,6,0,2013,458,423,1727,74,11,117,36,6,0,2.5
8389bb25,2276,771045.5869947276,771148.375659051,102.78866432337433,676041.5,676140.5,99.0,258,135.75966608084357,143.0,242,1645,696.1375219683656,689.0,112,0,104,105,1953,154,158,8,3,12.681818181818182,6.375968992248062,48,1615,286,151,45,1,83,11,17,20,0,1614,286,151,45,1,83,11,17,20,0,4.0
83977519,3258,809601.5853284224,809729.8443830571,128.25905463474524,781390.0,781478.0,127.0,390,196.13351749539595,189.0,169,2131,1108.5577041129527,1115.0,1642,0,104,105,2703,481,71,3,0,5.61954261954262,5.464102564102564,66,2157,471,456,44,0,25,0,28,24,0,2157,471,456,44,0,25,0,28,24,0,4.0
83ad0a4b,3414,697225.827182191,697361.5834797891,135.75629759812537,592474.0,592598.0,135.0,529,270.35032220269477,263.0,467,2850,1260.1886350322202,1157.5,884,0,104,105,3079,230,104,0,1,13.38695652173913,5.387523629489603,72,2422,573,229,70,0,31,0,27,30,0,2422,573,229,70,0,31,0,27,30,0,3.5
83b04f27,6253,871274.7711498481,871399.8483927714,125.07724292339677,738980.0,739122.0,118.0,1071,529.1600831600831,525.0,51,5682,1891.3603070526146,1454.0,1942,0,104,105,5900,219,134,0,0,26.940639269406393,5.30532212885154,121,4631,1139,219,87,1,40,2,54,50,0,4631,1139,219,87,1,40,2,54,50,0,3.5
83b16bab,5021,898220.3963353913,898327.8512248556,107.45488946425014,849884.0,849957.0,105.0,629,327.72017526389163,330.0,619,3446,1275.907189802828,1272.0,0,0,104,105,4121,411,488,0,1,10.02676399026764,5.478537360890302,91,3343,677,404,78,168,20,110,31,37,49,3343,677,404,78,168,20,110,31,37,49,5.5
83b171ba,4829,893504.253468627,893598.0219507144,93.76848208738869,755402.0,755453.0,90.0,601,293.7844274176848,282.0,282,3397,1735.125284738041,1884.0,2161,0,104,105,4268,410,150,1,0,10.409756097560976,5.652246256239601,76,3511,669,410,87,53,10,0,23,36,0,3511,669,410,87,53,10,0,23,36,0,5.0
83b2b54f,2102,836143.8044719315,836244.0623215985,100.25784966698383,810305.5,810420.5,91.0,278,141.30399619410085,142.0,133,1563,656.3477640342531,670.5,948,0,104,105,1815,177,97,13,0,10.254237288135593,5.622302158273381,24,1482,311,175,27,16,36,8,18,4,0,1481,311,175,27,16,36,8,18,4,0,4.5
8404b53a,1669,955599.8304373877,955695.738765728,95.90832834032355,854397.0,854461.0,84.0,265,135.72498502097065,140.0,80,1419,720.3337327741162,735.0,437,0,104,105,1516,55,98,0,0,27.563636363636363,5.354716981132076,35,1173,302,55,83,0,15,0,21,7,0,1173,302,55,83,0,15,0,21,7,0,1.5
840c0b4c,2109,674714.0862968231,674841.8809862494,127.79468942626838,680806.0,680989.0,127.0,260,134.1972498814604,140.0,217,1352,701.8952110004742,725.0,1351,0,104,105,1686,335,88,0,0,5.032835820895523,5.2,35,1323,321,335,2,0,54,0,10,23,0,1323,321,335,2,0,54,0,10,23,0,3.5
84183990,2660,959806.632706767,959885.0060150377,78.37330827067669,977883.0,977991.0,80.0,354,181.0221804511278,185.0,351,1902,932.6078947368421,944.5,1002,0,104,105,2137,227,296,0,0,9.41409691629956,5.372881355932203,61,1672,399,227,223,50,17,6,22,16,0,1672,399,227,223,50,17,6,22,16,0,3.5
84221545,6985,762790.4276306371,762906.2157480315,115.7881173944166,730652.0,730853.0,115.0,798,390.99914101646385,393.0,772,4488,1638.3989978525412,1303.0,4356,0,104,105,5600,1065,316,4,0,5.258215962441315,5.62406015037594,88,4534,967,1065,223,5,69,12,40,38,0,4533,967,1065,223,5,69,12,40,38,0,5.5
842d59a3,6598,933362.4707487117,933504.176417096,141.7056683843589,917763.5,917933.0,143.0,1141,586.9895422855411,602.0,1064,5925,3007.2023340406186,3096.0,5534,0,104,105,6215,290,93,0,0,21.43103448275862,5.1928133216476775,74,4922,1194,290,90,0,3,0,62,5,0,4922,1194,290,90,0,3,0,62,5,0,5.5
844e1ce7,2658,764388.5082768999,764486.1598946577,97.65161775771257,600887.0,600949.5,84.0,240,148.21181339352896,160.0,240,1391,652.8209179834462,641.0,0,0,104,105,1742,349,565,2,0,4.991404011461318,5.795833333333333,29,1373,335,349,25,199,65,166,14,12,46,1372,335,349,25,199,65,166,14,12,46,4.0
8455fb45,2996,737371.4502670227,737496.0580774366,124.60781041388518,731430.5,731584.0,136.0,414,186.81642189586114,177.0,0,2204,982.099132176235,938.5,0,0,104,105,2413,209,374,0,0,11.545454545454545,5.323671497584541,44,1910,455,209,319,0,47,0,29,15,0,1910,455,209,319,0,47,0,29,15,0,3.5
845cce85,2306,711584.7489158716,711724.9544666088,140.2055507372073,685007.5,685162.0,125.0,263,147.24848222029487,150.0,262,1689,847.2085862966176,848.5,1277,0,104,105,1907,174,207,17,1,10.959770114942529,6.422053231939164,31,1553,334,174,119,8,74,6,21,4,0,1551,334,174,119,8,74,6,21,4,0,2.0
846d9750,1326,453755.1583710407,453866.25791855203,111.09954751131222,538940.0,539016.5,105.0,211,106.31146304675717,102.0,80,1213,605.0512820512821,596.5,593,0,104,105,1248,35,43,0,0,35.65714285714286,5.748815165876778,54,974,215,35,35,0,3,0,13,23,1,974,215,35,35,0,3,0,13,23,1,3.5
8492481c,2948,1166905.4837177747,1166980.3107191317,74.82700135685211,1276910.5,1277009.0,75.0,297,143.8185210312076,136.5,179,1635,795.3429443690637,773.5,0,0,104,105,2217,568,162,1,0,3.903169014084507,5.505050505050505,47,1754,411,585,43,46,11,44,18,17,0,1754,411,585,43,46,11,44,18,17,0,2.0
84957285,6232,997717.6028562259,997812.6538831836,95.051026957638,887431.0,887548.0,94.0,520,237.74630937098846,216.0,115,2722,1251.012516046213,1160.0,638,0,104,105,5316,781,134,1,0,6.806658130601792,5.234615384615385,89,4204,980,781,105,1,27,0,54,27,0,4204,980,781,105,1,27,0,54,27,0,2.5
84965efe,4841,871629.4903945465,871755.5730221028,126.08262755629002,909287.0,909426.0,129.0,547,279.2600702334228,270.0,545,3297,1579.804585829374,1618.0,1838,0,104,105,3998,701,142,0,0,5.703281027104137,6.027422303473492,64,3282,644,702,125,4,12,0,30,23,0,3282,644,702,125,4,12,0,30,23,0,5.5
84c3dd82,1505,1080898.3468438538,1080971.7893687708,73.44252491694353,1132601.0,1132691.0,66.0,209,96.21727574750831,87.0,209,1176,536.9322259136212,503.0,857,0,104,105,1343,89,72,1,0,15.089887640449438,5.626794258373206,23,1083,233,89,9,23,19,17,18,3,1,1083,233,89,9,23,19,17,18,3,1,2.0
84da500a,1890,295478.62063492066,295560.8634920635,82.24285714285715,282707.0,282786.0,79.0,280,137.74074074074073,136.0,176,1595,718.8328042328043,780.5,1119,0,104,105,1775,74,40,1,0,23.986486486486488,5.696428571428571,40,1419,308,74,30,0,7,0,13,16,0,1418,308,74,30,0,7,0,13,16,0,4.0
84e444cd,7429,884406.4499932696,884481.303674788,74.85368151837395,874372.0,874461.0,75.0,778,409.4736842105263,411.0,777,4623,2207.176066765379,2138.0,4611,0,104,105,5255,643,1531,0,0,8.172628304821151,5.942159383033419,88,4233,930,643,57,643,2,437,37,48,195,4233,930,643,57,643,2,437,37,48,195,5.0
85003a37,3198,862261.8039399625,862368.627267042,106.82332707942464,846090.5,846226.0,113.0,381,196.13914946841777,209.0,255,1620,857.8655409631019,932.5,1491,0,104,105,2565,232,396,4,0,11.056034482758621,4.251968503937008,47,2065,451,211,313,11,71,0,25,19,0,2065,451,211,313,11,71,0,25,19,0,4.0
85133702,2691,863586.4897807507,863667.0847268674,80.59494611668525,660216.0,660260.0,78.0,399,199.4373838721665,201.0,13,2196,1094.1285767372724,1094.0,1376,0,104,105,2362,167,162,0,0,14.1437125748503,5.503759398496241,53,1872,433,167,4,39,8,46,8,28,9,1872,433,167,4,39,8,46,8,28,9,3.0
852aa24b,1967,1131102.5312658872,1131199.9959328927,97.46466700559228,1139171.0,1139256.0,93.0,227,116.34977122521606,116.0,114,1447,718.270462633452,720.0,715,0,104,105,1626,181,160,0,0,8.98342541436464,6.3744493392070485,33,1329,254,181,99,33,19,8,14,13,0,1329,254,181,99,33,19,8,14,13,0,3.0
852fc430,2718,586386.9812362031,586497.706401766,110.7251655629139,398898.0,399011.0,106.0,268,164.99116997792495,174.0,255,1605,948.4882266372333,979.5,1528,0,104,105,2304,356,58,0,0,6.47191011235955,5.9888059701492535,59,1863,372,354,40,0,18,0,36,18,0,1863,372,354,40,0,18,0,36,18,0,3.5
853a8fab,2270,630222.2964757709,630298.2925110132,75.99603524229074,506059.5,506129.0,74.0,327,174.631718061674,174.0,0,1852,1024.4696035242291,1037.5,1851,0,104,105,2004,152,114,0,0,13.18421052631579,5.663608562691132,30,1466,502,152,0,0,68,0,22,6,0,1466,502,152,0,0,68,0,22,6,0,3.5
857db4b3,5257,751155.0762792467,751272.5027582272,117.42647898040708,764881.0,765025.0,115.0,653,327.4377021114704,324.0,321,3606,1603.3197641240251,1576.0,1302,0,104,105,4528,630,95,4,0,7.1873015873015875,5.522205206738132,127,3628,767,633,72,1,19,0,43,54,0,3626,767,633,72,1,19,0,43,54,0,5.0
8581a825,4070,806150.8697788698,806253.3122850123,102.44250614250615,808027.5,808116.0,109.0,518,282.04520884520883,288.0,517,3001,1413.0542997542998,1334.0,2708,0,104,105,3295,104,668,3,0,31.682692307692307,5.793436293436294,89,2474,739,104,450,0,206,0,46,25,0,2474,739,104,450,0,206,0,46,25,0,3.5
8581c428,5221,900625.4185022026,900682.6579199387,57.23941773606589,887048.0,887098.0,59.0,606,330.09768243631487,339.0,562,3725,1967.2972610610993,2041.0,3412,0,104,105,4230,433,558,0,0,9.76905311778291,6.146864686468647,89,3452,680,433,388,60,24,79,31,53,2,3452,680,433,388,60,24,79,31,53,2,5.5
858a7bb6,4255,923144.9388954171,923234.2815511164,89.34265569917744,863225.0,863319.0,83.0,443,231.39294947121033,242.0,311,2499,1301.5405405405406,1398.0,1744,0,104,105,3327,835,93,0,0,3.9844311377245507,5.6410835214446955,58,2659,600,845,0,0,15,0,25,14,0,2659,600,845,0,0,15,0,25,14,0,4.5
859774e5,2425,865131.3278350516,865218.6643298969,87.33649484536082,888131.0,888211.0,86.0,316,160.27051546391752,159.0,248,1698,907.2247422680413,918.0,1420,0,104,105,2098,278,47,2,0,7.546762589928058,5.3734177215189876,39,1671,383,278,29,0,17,0,18,18,0,1671,383,278,29,0,17,0,18,18,0,4.5
85c87a30,3010,874801.1471760797,874915.1049833887,113.9578073089701,901825.5,901952.5,116.0,292,160.2514950166113,186.0,191,1641,812.7920265780731,904.5,507,0,104,105,2278,507,224,0,1,4.493096646942801,5.61986301369863,60,1727,486,497,129,1,80,13,25,17,0,1727,486,497,129,1,80,13,25,17,0,3.5
8626c32b,2006,915156.4920239282,915229.8050847457,73.31306081754735,669314.0,669406.5,68.0,263,134.64855433698904,134.0,220,1687,858.3065802592223,872.5,1407,0,104,105,1853,138,15,0,0,13.427536231884059,6.414448669201521,40,1472,336,137,0,0,14,0,18,15,0,1472,336,137,0,0,14,0,18,15,0,2.5
862a9560,4734,711109.6987748204,711235.474017744,125.77524292353189,668685.0,668806.5,127.0,684,340.5173215040135,348.0,613,3670,1454.1717363751584,1375.0,123,0,104,105,4160,489,85,0,0,8.507157464212678,5.3654970760233915,59,3320,769,489,58,0,27,0,34,23,0,3320,769,489,58,0,27,0,34,23,0,5.5
863dc6f9,3210,449297.40093457943,449425.846728972,128.44579439252337,441020.0,441161.0,130.0,459,226.10560747663553,227.0,63,2461,1180.134890965732,1169.5,1190,0,104,105,2808,345,57,0,0,8.139130434782608,5.3616557734204795,65,2177,555,345,47,0,8,0,32,14,0,2177,555,345,47,0,8,0,32,14,0,3.5
864ca8af,1399,841834.7591136526,841930.4574696212,95.69835596854897,911785.0,911861.0,70.0,199,101.86847748391709,103.0,6,1115,560.0471765546819,564.0,0,0,104,105,1228,113,58,0,0,10.867256637168142,5.603015075376884,28,952,235,113,0,9,5,8,18,10,0,952,235,113,0,9,5,8,18,10,0,1.0
865a9203,1732,940736.1299076213,940827.2984988453,91.16859122401847,987038.5,987136.5,92.0,211,100.3094688221709,82.5,59,1108,548.8377598152425,486.5,350,0,104,105,1397,278,57,0,0,5.025179856115108,5.251184834123222,34,1092,251,278,50,0,7,0,14,11,0,1092,251,278,50,0,7,0,14,11,0,3.0
869a7835,2048,848926.1298828125,849011.876953125,85.7470703125,780227.5,780312.5,84.0,315,157.201171875,153.0,314,1740,854.7998046875,854.0,1306,0,104,105,1842,109,97,0,0,16.89908256880734,5.523809523809524,12,1478,337,109,40,7,10,6,7,4,21,1478,337,109,40,7,10,6,7,4,21,2.5
86c1dce0,4492,560151.5055654497,560262.5231522707,111.01758682101514,377417.0,377512.0,96.0,372,227.63980409617096,255.0,326,3260,1469.9245325022262,1425.5,1821,0,104,105,3924,486,81,1,0,8.074074074074074,8.763440860215054,171,3271,469,491,62,1,10,0,32,8,2,3271,469,491,62,1,10,0,32,8,2,3.5
86ca6cba,4132,1012832.187802517,1012912.5333978703,80.34559535333979,1045758.5,1045845.0,75.0,276,155.46878025169408,162.0,271,1609,831.0251694094869,901.0,0,0,104,105,2918,919,292,3,0,3.17519042437432,5.829710144927536,66,2322,524,922,53,126,77,27,29,20,2,2322,524,922,53,126,77,27,29,20,2,4.5
86e05a78,4237,620403.3667689402,620489.8852962002,86.51852725985367,566506.0,566596.0,79.0,554,297.35024781685155,306.0,518,3166,1369.1881047911259,1358.0,2172,0,104,105,3852,297,79,9,0,12.969696969696969,5.714801444043322,76,3126,649,292,42,0,35,0,30,32,0,3122,649,292,42,0,35,0,30,32,0,4.0
87211b93,6059,800548.2206634758,800619.6294768114,71.40881333553392,752991.0,753086.0,80.0,508,259.5821092589536,257.0,63,2758,1168.2403036804753,1086.0,261,0,104,105,3586,828,1645,0,0,4.330917874396135,5.429133858267717,32,2852,695,815,935,519,5,100,27,0,55,2852,695,815,935,519,5,100,27,0,55,3.5
8732df65,2375,867478.4951578948,867604.5355789474,126.04042105263157,751661.0,751800.0,123.0,214,114.9658947368421,125.0,162,1337,631.8509473684211,630.0,178,0,104,105,1856,353,155,8,3,5.257790368271955,6.247663551401869,33,1500,325,350,46,0,78,0,17,15,0,1497,325,350,46,0,78,0,17,15,0,3.5
873e7f98,1480,698062.7297297297,698154.8094594595,92.07972972972973,670410.0,670528.0,83.0,222,112.37972972972973,117.0,135,1272,603.9175675675675,553.5,1152,0,104,105,1351,72,57,0,0,18.76388888888889,5.72972972972973,32,1058,253,72,32,0,25,0,18,10,0,1058,253,72,32,0,25,0,18,10,0,2.0
874464a1,7223,748979.8542156998,749092.155890904,112.30167520420878,720918.0,721014.0,106.0,828,436.2168074207393,455.0,323,4730,2013.760210438876,1980.0,647,0,104,105,5892,1136,192,3,0,5.186619718309859,5.71256038647343,100,4757,1026,1136,68,4,109,2,50,46,1,4757,1026,1136,68,4,109,2,50,46,1,5.5
874e6c1a,2888,1096406.6211911358,1096511.4795706372,104.85837950138504,1122879.0,1122945.0,104.0,266,140.4373268698061,146.0,1,1541,792.7745844875346,829.0,200,0,104,105,1968,688,232,0,0,2.86046511627907,5.793233082706767,35,1545,385,711,180,1,27,1,16,9,0,1545,385,711,180,1,27,1,16,9,0,2.5
875aceae,2289,472693.4346876365,472786.9108781127,93.47619047619048,347779.0,347884.0,92.0,310,153.65356050677153,155.0,39,1948,978.1625163826999,982.0,1807,0,104,105,2051,175,52,0,11,11.72,6.283870967741936,30,1685,332,175,38,0,10,0,16,13,0,1685,332,175,38,0,10,0,16,13,0,3.5
87766dff,2258,511994.31798051373,512080.6133746678,86.29539415411868,553024.0,553058.5,100.0,208,108.80336581045172,107.0,185,1227,644.3215234720992,642.0,1112,0,104,105,1404,155,697,2,0,9.058064516129033,5.899038461538462,30,1124,246,153,643,1,42,8,16,11,1,1124,246,153,643,1,42,8,16,11,1,2.5
877780f2,2882,821185.6061762664,821307.1547536433,121.54857737682165,664396.5,664532.0,121.0,203,143.03990284524636,176.0,203,1290,848.880291464261,1038.0,1251,0,104,105,2024,774,83,1,0,2.6149870801033592,6.354679802955665,19,1719,279,774,0,1,36,0,17,1,0,1719,279,774,0,1,36,0,17,1,0,3.0
87e2154e,2823,1107742.6085724407,1107838.2245837762,95.61601133545874,1103989.0,1104038.0,69.0,270,133.85901523202267,134.0,198,1943,972.4849450938717,964.0,1450,0,104,105,2271,230,306,16,0,9.873913043478261,7.196296296296296,33,1947,299,230,144,0,162,0,24,5,0,1944,299,230,144,0,162,0,24,5,0,5.0
881c395d,1816,656905.5572687224,656994.6817180617,89.12444933920705,659386.0,659449.0,79.0,214,103.25605726872247,106.0,2,1271,615.352422907489,615.0,0,0,104,105,1496,201,119,0,0,7.442786069651741,5.9392523364485985,30,1087,369,216,18,8,35,23,17,8,0,1087,369,216,18,8,35,23,17,8,0,2.0
888feeaa,2303,606428.0447242727,606528.349544073,100.30481980026053,576424.0,576576.0,96.0,291,148.30178028658273,154.0,241,1676,835.8545375597047,852.0,456,0,104,105,1983,259,60,1,0,7.656370656370656,5.759450171821306,41,1602,327,259,35,0,25,0,20,11,0,1602,327,259,35,0,25,0,20,11,0,4.0
88a4f82a,1518,1263701.5283267456,1263834.3886693018,132.86034255599472,1367467.0,1367583.0,135.0,213,107.60935441370223,110.0,176,1314,664.6758893280632,687.5,218,0,104,105,1389,75,54,0,0,18.52,6.169014084507042,27,1083,269,75,29,0,23,0,17,0,0,1083,269,75,29,0,23,0,17,0,0,2.0
88b4e5ea,3662,732532.9090660841,732635.0808301475,102.17176406335336,746249.0,746542.0,93.0,298,157.2812670671764,176.0,56,1745,879.400327689787,1037.5,458,0,104,105,2908,666,85,2,1,4.366366366366367,5.855704697986577,51,2352,502,666,34,0,43,1,22,24,0,2351,502,666,34,0,43,1,22,24,0,4.0
88c152c8,3594,1013738.9849749582,1013815.1825264329,76.19755147468003,1023332.0,1023380.0,71.0,396,202.99109627156372,224.0,279,2352,1186.4699499165276,1292.0,1635,0,104,105,3060,445,84,4,1,6.876404494382022,5.9393939393939394,73,2449,534,445,42,1,33,1,31,34,4,2448,534,445,42,1,33,1,31,34,4,4.0
88e4475d,1525,413031.77836065576,413134.228852459,102.4504918032787,372841.0,372920.0,99.0,220,106.21049180327869,106.0,5,1218,595.8714754098361,605.0,28,0,104,105,1337,119,69,0,0,11.235294117647058,5.536363636363636,9,1086,238,119,3,36,6,24,7,1,0,1086,238,119,3,36,6,24,7,1,0,1.0
8908c597,2297,427951.14279494993,428087.9116238572,136.76882890727035,429530.0,429667.0,109.0,309,154.39616891597737,151.0,40,1770,880.996517196343,902.0,236,0,104,105,1980,203,114,0,0,9.753694581280788,5.728155339805825,38,1598,340,203,44,0,70,0,5,21,0,1598,340,203,44,0,70,0,5,21,0,3.0
89190107,3001,850392.6737754082,850486.8783738754,94.2045984671776,805626.0,805682.0,91.0,218,97.41786071309564,96.0,214,1342,592.6521159613462,576.0,153,0,104,105,2084,742,175,0,0,2.8086253369272236,6.155963302752293,29,1715,334,742,1,2,47,0,18,11,0,1715,334,742,1,2,47,0,18,11,0,3.5
89353044,4639,908890.5141194223,908976.3255011856,85.81138176331106,880865.0,880927.0,79.0,537,256.386505712438,258.0,35,2844,1369.7779693899547,1382.0,1773,0,104,105,3673,804,160,2,0,4.568407960199005,5.29608938547486,68,2903,698,804,139,0,21,0,42,4,0,2903,698,804,139,0,21,0,42,4,0,4.5
896e987e,1818,1028030.0731573157,1028128.1622662266,98.08910891089108,1062691.0,1062729.0,99.0,233,119.86303630363037,119.0,218,1640,779.0511551155115,755.5,0,0,104,105,1689,47,82,0,0,35.93617021276596,7.03862660944206,21,1319,341,47,16,1,56,0,13,6,0,1319,341,47,16,1,56,0,13,6,0,3.5
897b3f73,1678,635921.4243146603,636042.0154946365,120.5911799761621,548739.5,548886.5,126.0,212,127.74314660309892,131.0,211,1292,721.9308700834326,736.5,1202,0,104,105,1412,196,69,1,0,7.204081632653061,6.09433962264151,26,1000,383,196,27,1,40,0,14,11,0,1000,383,196,27,1,40,0,14,11,0,2.5
898d3ee7,6726,827216.7349093072,827333.0944097532,116.35950044603032,789416.5,789531.0,119.0,1055,533.1540291406483,532.0,409,5732,2885.174992566161,2866.5,2193,0,104,105,6068,322,334,2,0,18.84472049689441,5.433175355450237,210,4689,1152,322,303,0,17,0,63,103,0,4688,1152,322,303,0,17,0,63,103,0,6.0
899852bc,4419,1010661.6829599456,1010762.8341253677,101.15116542204119,1041686.0,1041759.0,97.0,361,184.2846797918081,193.0,332,2056,1023.8587915818058,1018.0,1888,0,104,105,3183,977,253,6,0,3.2579324462640735,5.695290858725762,85,2545,553,883,135,6,99,1,24,33,0,2545,553,883,135,6,99,1,24,33,0,4.0
89a23b9b,7550,799747.5095364238,799865.2505960265,117.741059602649,798815.5,798961.0,116.0,639,233.22754966887416,170.0,83,3307,1270.5908609271523,978.0,1951,0,104,105,6305,1083,161,1,0,5.821791320406279,5.17527386541471,125,4969,1188,1083,138,0,23,0,48,46,0,4969,1188,1083,138,0,23,0,48,46,0,4.5
89dba3b6,1238,470181.47253634897,470333.70355411957,152.23101777059773,418431.0,418590.5,153.0,202,97.91760904684976,98.0,55,1065,520.3489499192245,527.5,737,0,104,105,1145,80,13,0,0,14.3125,5.272277227722772,11,904,228,80,11,0,2,0,10,1,0,904,228,80,11,0,2,0,10,1,0,2.0
89e03572,3191,655027.8862425572,655103.9037919148,76.01754935756816,427212.0,427212.0,78.0,222,142.93638357881542,157.0,221,1325,683.0260106549671,680.0,1325,0,104,105,1562,233,1395,1,0,6.703862660944206,5.968468468468468,41,1232,276,233,465,262,28,0,15,14,394,1232,276,233,465,262,28,0,15,14,394,2.5
8a021954,4354,900731.8989435002,900867.2508038585,135.35186035829122,885516.5,885685.0,130.0,451,278.29719797887003,294.0,434,2526,1506.2857142857142,1594.0,2342,0,104,105,3340,997,17,0,0,3.350050150451354,5.600886917960088,9,2753,571,997,0,1,3,0,8,1,0,2753,571,997,0,1,3,0,8,1,0,1.0
8a1aeb3a,2335,543363.9661670235,543471.3250535332,107.35888650963598,498560.0,498635.0,102.0,268,130.78029978586724,118.0,115,1521,693.2912205567452,656.0,158,0,104,105,1885,344,106,0,0,5.479651162790698,5.675373134328358,32,1494,350,344,38,14,21,33,17,5,0,1494,350,344,38,14,21,33,17,5,0,3.0
8a59c454,6420,790856.9915887851,790945.3193146418,88.32772585669782,771232.0,771327.5,85.0,433,207.59143302180686,206.5,65,2565,1250.3593457943925,1243.0,2277,0,104,105,4441,1809,167,3,0,2.454947484798231,5.923787528868361,105,3572,760,1809,16,1,68,0,25,42,0,3571,760,1809,16,1,68,0,25,42,0,4.5
